TARGET,loyalty,ID,age,city,LOR,prod_A,type_A,type_B,prod_B,turnover_A,turnover_B,contract,age_P,lor_M
Y,3,18261,27,2,1,1,3,3,1,465.8430111,278.3836843,2,27,15
Y,1,18277,34,2,2,1,3,3,1,392.6818597,274.7272237,2,34,27
Y,99,18284,25,2,1,1,3,3,1,394.4845581,298.2916125,2,25,15
Y,1,18296,37,2,3,1,3,3,1,364.850877,277.4658887,2,37,39
Y,3,18405,47,2,1,1,3,3,1,343.4536587,254.1053921,2,47,15
Y,2,18552,45,2,3,0,0,3,1,419.5688044,256.9717577,2,45,39
Y,3,18561,25,2,1,1,3,3,1,463.5168052,274.8478199,2,25,15
Y,99,18583,39,2,0,0,0,0,0,380.2195102,266.5790746,2,39,3
Y,99,18662,28,2,0,0,0,0,0,443.63665,213.0921008,2,28,3
Y,99,18743,24,2,0,0,0,0,0,466.0926096,204.3521821,2,24,3
Y,99,18829,48,2,0,0,0,0,0,453.7500161,209.748008,2,48,3
Y,99,18848,31,2,0,0,0,0,0,461.9613611,259.3445166,2,31,3
Y,99,18896,48,2,0,0,0,0,0,304.8475187,298.5917768,2,48,3
Y,99,18977,40,2,0,0,0,0,0,491.4593947,222.7288041,2,40,3
Y,1,19069,68,2,3,1,3,3,1,466.6052025,228.8655067,2,68,39
Y,99,19079,47,2,2,1,3,3,1,476.1952936,279.7837934,2,47,27
Y,3,19187,43,2,1,1,3,3,1,481.1111868,213.525412,2,43,15
Y,99,19211,35,2,0,0,0,0,0,379.4297545,223.8106296,2,35,3
Y,99,19213,32,2,0,0,0,0,0,405.6228525,273.5097235,2,32,3
Y,3,19215,60,2,3,0,0,3,1,494.699992,220.1106824,2,60,39
Y,3,19216,36,2,1,1,3,3,1,460.7554757,279.8738917,2,36,15
Y,99,19233,42,2,0,0,0,0,0,311.6153994,282.0816287,2,42,3
Y,1,19246,40,2,2,1,3,3,1,468.1030775,271.5713083,2,40,27
Y,99,19265,28,2,0,0,0,0,0,461.2182532,265.7722427,2,28,3
Y,99,19319,24,2,1,1,3,3,1,448.5530119,255.6490741,2,24,15
Y,99,19436,34,2,0,0,0,0,0,374.2643546,203.6396996,2,34,3
Y,99,19485,31,2,0,0,0,0,0,343.3637232,227.2045749,2,31,3
Y,99,19528,55,2,0,0,0,0,0,314.6050166,264.8608743,2,55,3
Y,99,19605,33,2,0,0,0,0,0,456.2582153,274.3886427,2,33,3
Y,1,19634,39,2,2,1,3,6,1,468.8292431,247.1424406,2,39,27
Y,1,19757,37,2,5,0,0,3,1,321.1943259,287.0009733,2,37,63
Y,99,19799,42,2,0,0,0,0,0,444.0778438,238.209489,2,42,3
Y,1,19916,46,2,1,0,0,3,1,375.5578538,241.2652567,2,46,15
Y,1,19920,53,2,3,0,0,3,1,401.4442877,290.0671343,2,53,39
Y,99,19934,80,2,0,0,0,0,0,351.2870865,252.5286669,2,80,3
Y,1,19936,35,2,1,1,3,3,1,408.2329358,278.9122774,2,35,15
Y,1,19958,93,2,1,1,3,3,1,759.7032919,602.2482383,2,93,15
Y,1,19973,40,2,2,1,3,3,1,374.1304254,202.7616203,2,40,27
Y,1,20069,52,2,1,1,3,3,1,469.9108715,253.7587452,2,52,15
Y,1,20099,31,2,3,1,3,3,1,396.8937461,232.5330602,2,31,39
Y,99,20186,48,2,0,0,0,0,0,442.1050266,211.3184283,2,48,3
Y,99,20208,54,2,1,1,3,3,1,384.375778,266.4111269,2,54,15
Y,99,20234,44,2,3,1,3,3,1,411.0317285,281.1275956,2,44,39
Y,99,20377,39,2,0,0,0,0,0,328.4241223,270.1486435,2,39,3
Y,99,20395,23,2,0,0,0,0,0,312.9632635,217.919065,2,23,3
Y,99,20429,28,2,0,0,0,0,0,416.3027481,257.96682,2,28,3
Y,99,20456,56,2,0,0,0,0,0,402.4224606,277.2570152,2,56,3
Y,1,20490,36,2,3,1,3,3,1,366.8516325,268.1558862,2,36,39
Y,99,20510,36,2,0,0,0,0,0,388.5451066,243.0615387,2,36,3
Y,99,20762,39,2,0,0,0,0,0,451.8348129,243.8689255,2,39,3
Y,99,20777,29,2,0,0,0,0,0,325.8835291,253.4743811,2,29,3
Y,2,20782,38,2,3,1,3,3,1,351.4681269,248.4219527,2,38,39
Y,99,20850,33,2,0,0,0,0,0,336.5586034,201.0773576,2,33,3
Y,99,20891,53,2,0,0,0,0,0,337.7498379,227.5965444,2,53,3
Y,99,20978,57,2,0,0,0,0,0,412.6658296,267.3004218,2,57,3
Y,99,20999,25,2,0,0,0,0,0,465.1997277,235.1884025,2,25,3
Y,1,21006,33,2,1,1,3,3,1,352.5624134,232.0987317,2,33,15
Y,99,21012,50,2,0,0,0,0,0,302.0250364,216.1553222,2,50,3
Y,99,21091,40,2,0,0,0,0,0,341.491677,255.7580251,2,40,3
Y,99,21097,53,2,0,0,0,0,0,379.5435675,225.5727961,2,53,3
Y,99,21168,23,2,0,0,0,0,0,343.73544,248.8234228,2,23,3
Y,99,21212,30,2,0,0,0,0,0,453.2684618,250.3094918,2,30,3
Y,99,21298,28,2,0,0,0,0,0,319.279147,241.5782624,2,28,3
Y,1,21427,23,2,2,1,6,6,1,325.4451616,232.1044146,2,23,27
Y,2,21436,58,1,1,1,3,3,1,399.7230123,239.3776308,2,58,15
Y,99,21638,40,2,0,0,0,0,0,402.2956632,243.431617,2,40,3
Y,99,21683,55,2,0,0,0,0,0,327.115415,252.266971,2,55,3
Y,99,21850,35,2,2,1,3,3,1,437.2820627,216.9339658,2,35,27
Y,99,21880,47,2,0,0,0,0,0,428.7927126,275.6802091,2,47,3
Y,99,21910,53,2,0,0,0,0,0,311.1449932,260.7738477,2,53,3
Y,99,21932,29,2,0,0,0,0,0,354.625519,245.0513595,2,29,3
Y,99,22006,39,2,0,0,0,0,0,316.5930655,282.4890819,2,39,3
Y,99,22044,40,2,1,1,3,3,1,411.2224176,205.1445223,2,40,15
Y,3,22071,25,2,1,1,3,3,1,303.523439,208.7943674,2,25,15
Y,99,22135,28,2,0,0,0,0,0,469.9092004,265.7015081,2,28,3
Y,99,22234,31,2,0,0,0,0,0,408.2623003,268.048854,2,31,3
Y,99,22386,47,2,1,1,3,3,1,483.7330378,212.2563055,2,47,15
Y,3,22422,34,2,1,1,3,3,1,366.3729832,212.7899072,2,34,15
Y,99,22466,29,2,1,1,3,3,1,300.2516225,236.1865229,2,29,15
Y,99,22488,51,2,0,0,0,0,0,456.9401234,239.54631,2,51,3
Y,99,22489,30,0,0,0,0,0,0,488.0618203,247.731762,2,30,3
Y,1,22525,40,2,3,0,0,3,1,303.4944583,206.61882,2,40,39
Y,99,22539,42,2,0,0,0,0,0,407.5874554,256.7246679,2,42,3
Y,99,22662,23,2,0,0,0,0,0,438.5190561,232.3465884,2,23,3
Y,99,22719,30,2,0,0,0,0,0,400.3319038,261.1482051,2,30,3
Y,99,22733,31,2,0,0,0,0,0,400.2272276,202.6645943,2,31,3
Y,99,22753,68,2,0,0,0,0,0,382.5928391,217.0403047,2,68,3
Y,99,22772,23,2,0,0,0,0,0,421.1904318,284.5565932,2,23,3
Y,2,22802,39,2,2,1,3,6,1,377.7082165,472.23129,2,39,27
Y,99,22807,33,2,0,0,0,0,0,480.6025218,282.532019,2,33,3
Y,3,22877,27,2,1,1,3,3,1,404.7845996,273.5884157,2,27,15
Y,99,22885,23,2,0,0,0,0,0,451.0333312,279.6347035,2,23,3
Y,99,22887,42,2,0,0,0,0,0,319.5442008,287.2836046,2,42,3
Y,99,22926,33,2,0,0,0,0,0,444.1640942,216.0265426,2,33,3
Y,99,22964,44,2,0,0,0,0,0,491.8631132,262.7743749,2,44,3
Y,99,22985,75,2,0,0,0,0,0,403.3464229,203.1881349,2,75,3
Y,3,22989,30,2,1,1,3,3,1,392.653349,214.6277925,2,30,15
Y,1,23077,39,2,1,1,3,3,1,479.2754466,264.2266468,2,39,15
Y,3,23108,25,2,1,1,3,3,1,337.5554929,211.2306895,2,25,15
Y,99,23129,29,2,0,0,0,0,0,435.1856757,238.3393506,2,29,3
Y,1,23136,43,2,2,1,3,3,1,440.3886452,274.4908539,2,43,27
Y,99,23165,41,2,0,0,0,0,0,398.5347225,216.2426463,2,41,3
Y,99,23243,47,2,0,0,0,0,0,335.885227,290.8222952,2,47,3
Y,99,23244,44,2,1,1,3,3,1,449.0919535,240.7952603,2,44,15
Y,99,23249,43,2,0,0,0,0,0,388.9741403,249.0055294,2,43,3
Y,1,23330,68,2,2,1,3,3,1,331.7335753,215.434491,2,68,27
Y,99,23381,32,2,0,0,0,0,0,389.0106331,275.1714451,2,32,3
Y,99,23448,45,2,0,0,0,0,0,460.8665943,279.1209199,2,45,3
Y,1,23511,34,2,3,0,0,3,1,341.065422,218.1501332,2,34,39
Y,99,23567,70,2,0,0,0,0,0,356.0987129,202.5996815,2,70,3
Y,3,23600,31,2,1,1,3,3,1,463.3457559,238.1833081,2,31,15
Y,99,23636,32,2,0,0,0,0,0,384.5866909,259.7257689,2,32,3
Y,1,23643,24,2,3,1,3,3,1,334.8304097,207.0558179,2,24,39
Y,99,23661,42,2,0,0,0,0,0,387.4598249,256.1548901,2,42,3
Y,99,23770,29,2,0,0,0,0,0,418.3514781,201.2056743,2,29,3
Y,99,23830,57,2,0,0,0,0,0,381.8463465,212.6461451,2,57,3
Y,99,23847,53,2,0,0,0,0,0,452.8060449,201.0540539,2,53,3
Y,99,23897,45,2,1,1,3,3,1,302.3690724,219.3974995,2,45,15
Y,3,23913,52,2,1,1,3,3,1,319.1994635,240.4198226,2,52,15
Y,99,23940,31,2,0,0,0,0,0,374.5072447,248.4198286,2,31,3
Y,99,23956,40,2,0,0,0,0,0,490.8874938,279.6396739,2,40,3
Y,99,24152,46,2,1,1,3,3,1,365.3769837,267.6716172,2,46,15
Y,3,24276,48,2,1,1,3,3,1,322.9848728,279.5109565,2,48,15
Y,2,24282,51,2,1,1,3,3,1,404.637672,277.4846718,2,51,15
Y,99,24285,29,2,1,1,3,3,1,463.2366774,218.111553,2,29,15
Y,3,24414,26,2,1,1,3,3,1,447.4344466,210.5438961,2,26,15
Y,99,24454,56,2,0,0,0,0,0,426.7091311,288.8439458,2,56,3
Y,99,24455,46,2,0,0,0,0,0,380.4532813,287.6653512,2,46,3
Y,3,24456,23,2,1,1,3,3,1,369.7379203,256.6944611,2,23,15
Y,2,24522,38,2,1,0,0,0,0,307.0195336,237.4388187,2,38,15
Y,1,24550,34,2,3,1,3,3,1,320.4022689,253.140659,2,34,39
Y,2,24558,63,2,1,0,0,3,1,374.1520187,844.8404054,2,63,15
Y,99,24569,25,2,0,0,0,0,0,443.8296886,270.1301655,2,25,3
Y,2,24605,59,2,3,0,0,3,1,303.1460536,267.0953997,2,59,39
Y,1,24610,58,2,1,0,0,0,0,489.4232826,228.4327788,2,58,15
Y,99,24767,53,2,0,0,0,0,0,371.9897563,252.8742729,2,53,3
Y,99,24866,44,2,1,1,3,3,1,448.2539313,293.0682052,2,44,15
Y,1,24944,47,2,1,0,0,0,0,301.7545283,270.4016436,2,47,15
Y,99,24952,33,2,4,1,3,3,1,354.7719926,315.9766413,2,33,51
Y,1,24995,40,2,3,1,3,3,1,438.7129454,267.9261909,2,40,39
Y,2,25009,39,7,3,1,3,3,1,302.0525967,221.8140192,2,39,39
Y,99,25076,24,2,1,1,3,3,1,436.4615718,235.2205446,2,24,15
Y,3,25084,32,2,1,1,3,3,1,325.9165583,208.3989252,2,32,15
Y,99,25128,27,2,0,0,0,0,0,389.3416216,253.2411188,2,27,3
Y,3,25188,36,2,1,1,3,3,1,303.9162264,213.5346083,2,36,15
Y,99,25203,40,2,0,0,0,0,0,440.809329,246.8992505,2,40,3
Y,99,25226,36,2,0,0,0,0,0,445.4342267,222.8480283,2,36,3
Y,99,25300,42,2,0,0,0,0,0,315.2930407,288.6209822,2,42,3
Y,3,25326,42,2,1,1,3,3,1,422.5295677,294.8706635,2,42,15
Y,99,25335,31,2,0,0,0,0,0,470.5380258,231.0753558,2,31,3
Y,99,25403,33,2,0,0,0,0,0,364.3531959,259.0099975,2,33,3
Y,99,25476,41,2,0,0,0,0,0,402.1932168,268.5702836,2,41,3
Y,99,25531,24,2,0,0,0,0,0,463.2624871,280.0885128,2,24,3
Y,3,25648,29,2,1,1,3,3,1,432.2199684,259.8002313,2,29,15
Y,3,25683,28,2,1,1,3,3,1,473.2584711,215.3103782,2,28,15
Y,99,25719,36,2,0,0,0,0,0,476.100659,224.2562836,2,36,3
Y,99,25765,28,2,0,0,0,0,0,362.9040366,244.3346002,2,28,3
Y,99,25767,55,2,1,1,3,3,1,389.5272611,249.9728483,2,55,15
Y,99,25774,33,2,0,0,0,0,0,387.2103792,254.7897882,2,33,3
Y,3,25864,43,2,0,0,0,0,0,498.2480914,275.6954131,2,43,3
Y,3,25878,30,2,1,1,3,3,1,380.7288844,270.8443801,2,30,15
Y,2,25890,47,2,2,1,3,6,1,333.9906144,211.9805418,2,47,27
Y,99,25891,30,2,0,0,0,0,0,416.5662367,247.1502,2,30,3
Y,99,25931,40,2,0,0,0,0,0,444.6468974,265.7482276,2,40,3
Y,99,25942,39,2,0,0,0,0,0,369.0628878,269.1351613,2,39,3
Y,99,26011,45,2,0,0,0,0,0,477.3801147,294.6982194,2,45,3
Y,99,26028,37,2,0,0,0,0,0,396.2640568,234.3982474,2,37,3
Y,99,26245,31,2,0,0,0,0,0,321.1707625,295.6410564,2,31,3
Y,2,26339,74,2,1,1,3,3,1,477.3462697,261.6646587,2,74,15
Y,99,26373,59,2,0,0,0,0,0,314.6199807,254.8398001,2,59,3
Y,1,26430,59,2,2,1,3,3,1,333.5851794,283.2985832,2,59,27
Y,99,26431,38,2,0,0,0,0,0,334.6646239,285.755522,2,38,3
Y,99,26482,44,2,2,1,3,3,1,367.3600797,273.0183193,2,44,27
Y,99,26523,25,2,0,0,0,0,0,315.5194451,205.8441995,2,25,3
Y,2,26574,55,2,1,1,3,3,1,340.4773075,249.4509498,2,55,15
Y,1,26589,32,2,3,1,3,3,1,430.4016086,305.9459542,2,32,39
Y,2,26603,51,2,0,0,0,0,0,381.2697019,272.4430924,2,51,3
Y,99,26646,40,2,0,0,0,0,0,449.9124669,250.1815413,2,40,3
Y,99,26647,38,2,0,0,0,0,0,486.8866868,234.0342148,2,38,3
Y,99,26690,79,2,0,0,0,0,0,329.126431,276.7102158,2,79,3
Y,99,26757,46,2,0,0,0,0,0,371.9693881,212.2053076,2,46,3
Y,99,26769,42,2,0,0,0,0,0,378.2808579,278.2120266,2,42,3
Y,99,26841,48,2,0,0,0,0,0,315.0563995,234.9456777,2,48,3
Y,99,26943,51,2,0,0,0,0,0,336.0706465,287.7799182,2,51,3
Y,99,27017,27,2,0,0,0,0,0,415.0895515,210.8596434,2,27,3
Y,3,27029,28,2,1,1,3,3,1,333.2469818,278.6413615,2,28,15
Y,99,27056,46,2,0,0,0,0,0,407.8494373,201.1061266,2,46,3
Y,99,27063,23,2,0,0,0,0,0,344.9708853,200.5094966,2,23,3
Y,99,27150,27,2,0,0,0,0,0,422.3694168,232.8016999,2,27,3
Y,2,27280,45,2,3,1,3,3,1,350.7641101,278.8465052,2,45,39
Y,1,27373,39,2,2,1,3,3,1,449.1562029,229.3883331,2,39,27
Y,99,27386,47,2,0,0,0,0,0,381.3009042,267.2005134,2,47,3
Y,99,27389,45,2,0,0,0,0,0,390.1610919,294.3297869,2,45,3
Y,99,27430,35,2,0,0,0,0,0,349.2947595,250.4358147,2,35,3
Y,99,27438,36,2,0,0,0,0,0,493.5018523,260.5705957,2,36,3
Y,3,27462,60,2,1,1,3,3,1,477.4685192,224.3833571,2,60,15
Y,99,27498,30,2,0,0,0,0,0,435.4546658,286.9865021,2,30,3
Y,99,27504,36,2,0,0,0,0,0,319.6113356,249.9423035,2,36,3
Y,99,27533,56,2,0,0,0,0,0,407.0908239,264.7242216,2,56,3
Y,99,27599,50,2,1,1,3,3,1,381.4886661,222.2852159,2,50,15
Y,3,27694,32,6,1,0,0,3,1,411.3044017,437.0184912,2,32,15
Y,99,27702,33,2,0,0,0,0,0,393.4445234,241.9224346,2,33,3
Y,99,27727,44,2,0,0,0,0,0,400.5338243,264.1435571,2,44,3
Y,99,27794,23,2,0,0,0,0,0,454.9432861,257.8799025,2,23,3
Y,99,27826,48,2,0,0,0,0,0,346.6678464,259.6041928,2,48,3
Y,3,27896,63,2,1,1,3,3,1,369.6117982,234.5686116,2,63,15
Y,3,27898,28,2,1,1,3,3,1,352.5168696,228.0130324,2,28,15
Y,2,27995,37,2,2,1,3,3,1,334.0784755,228.1478127,2,37,27
Y,2,28076,31,2,1,1,3,3,1,409.9183988,232.8393863,2,31,15
Y,1,28146,39,2,3,1,3,3,1,413.938503,251.2612655,2,39,39
Y,99,28208,51,2,0,0,0,0,0,394.7370887,217.5015882,2,51,3
Y,99,28256,29,2,1,1,3,3,1,376.3838695,257.9571499,2,29,15
Y,2,28292,50,2,1,1,3,3,1,412.5722111,230.1500367,2,50,15
Y,99,28304,52,2,1,1,3,3,1,479.0782571,228.783028,2,52,15
Y,2,28334,57,2,3,1,3,3,1,460.7098687,254.8824027,2,57,39
Y,99,28418,35,2,0,0,0,0,0,320.2770091,263.2642253,2,35,3
Y,2,28452,42,2,0,0,0,0,0,311.1527446,201.5742082,2,42,3
Y,99,28459,25,2,0,0,0,0,0,413.0434535,240.3052454,2,25,3
Y,99,28488,38,2,0,0,0,0,0,432.1429892,221.421672,2,38,3
Y,1,28512,36,2,3,1,3,3,1,351.795818,214.2369652,2,36,39
Y,99,28516,23,2,0,0,0,0,0,487.6996665,231.8594267,2,23,3
Y,99,28597,36,2,0,0,0,0,0,493.3084968,253.4704188,2,36,3
Y,99,28615,29,2,1,1,3,3,1,417.1575906,229.1621789,2,29,15
Y,99,28617,35,2,1,1,3,3,1,319.6794578,214.3718573,2,35,15
Y,99,28629,24,2,0,0,0,0,0,410.2493367,213.1973856,2,24,3
Y,99,28637,32,2,0,0,0,0,0,465.0652028,254.8424847,2,32,3
Y,99,28719,33,2,0,0,0,0,0,374.9557062,269.7640856,2,33,3
Y,99,28791,26,2,1,1,3,3,1,469.0619999,283.5364355,2,26,15
Y,99,28792,41,2,0,0,0,0,0,439.3768665,287.4785968,2,41,3
Y,3,28796,26,2,1,1,3,3,1,334.2385805,259.3317655,2,26,15
Y,99,29014,35,2,0,0,0,0,0,370.3374398,222.1008632,2,35,3
Y,99,29058,35,2,0,0,0,0,0,333.6680396,259.5922376,2,35,3
Y,99,29111,31,2,0,0,0,0,0,468.5128788,261.3272007,2,31,3
Y,99,29167,50,2,0,0,0,0,0,444.7153282,217.7106846,2,50,3
Y,99,29183,37,2,0,0,0,0,0,409.8698951,227.4240898,2,37,3
Y,99,29232,38,2,0,0,0,0,0,409.9087425,283.3633011,2,38,3
Y,99,29251,23,2,0,0,0,0,0,480.7768081,216.5494091,2,23,3
Y,99,29293,37,2,0,0,0,0,0,353.4353279,283.9826893,2,37,3
Y,3,29335,49,2,1,1,3,3,1,403.2334327,297.3126055,2,49,15
Y,99,29437,71,2,1,1,3,3,1,531.2642887,368.6661763,2,71,15
Y,3,29456,30,2,1,1,3,3,1,399.3290005,253.205439,2,30,15
Y,99,29468,48,2,0,0,0,0,0,454.1044548,263.753934,2,48,3
Y,99,29525,29,2,0,0,0,0,0,366.330922,213.9259597,2,29,3
Y,3,29537,43,2,2,1,3,3,1,406.3322584,266.7720325,2,43,27
Y,99,29541,49,2,0,0,0,0,0,467.0129697,263.3395085,2,49,3
Y,99,29635,35,2,0,0,0,0,0,411.7272526,207.6738314,2,35,3
Y,1,29645,47,2,3,1,3,3,1,326.5388156,219.6174263,2,47,39
Y,99,29692,31,2,0,0,0,0,0,371.147716,216.3456765,2,31,3
Y,99,29752,37,2,0,0,0,0,0,345.6952292,290.7612518,2,37,3
Y,99,29774,29,2,0,0,0,0,0,457.8526628,211.5044366,2,29,3
Y,99,29865,45,2,0,0,0,0,0,391.8942968,236.8568635,2,45,3
Y,99,29928,27,2,1,1,3,3,1,488.5915005,221.4322245,2,27,15
Y,3,29949,26,2,1,1,3,3,1,363.9638301,231.2028571,2,26,15
Y,99,29951,34,2,0,0,0,0,0,461.1069656,207.3203527,2,34,3
Y,99,30055,32,2,0,0,0,0,0,374.4854583,243.5083539,2,32,3
Y,2,30122,31,2,4,0,0,3,1,362.6759861,265.0904941,2,31,51
Y,1,30233,35,2,2,1,3,3,1,334.7369449,252.4229328,2,35,27
Y,99,30236,25,2,0,0,0,0,0,480.8632342,242.8892411,2,25,3
Y,99,30260,30,2,0,0,0,0,0,317.1086435,280.9432789,2,30,3
Y,99,30377,55,2,0,0,0,0,0,403.5884458,225.7564752,2,55,3
Y,1,30458,32,2,2,1,3,3,1,489.7367844,211.2598015,2,32,27
Y,99,30621,30,2,0,0,0,0,0,417.8015261,237.641694,2,30,3
Y,99,30681,30,2,1,1,3,3,1,425.9614499,258.1420896,2,30,15
Y,99,30701,37,2,0,0,0,0,0,330.3912364,263.0801918,2,37,3
Y,99,30793,26,2,1,1,3,3,1,392.7379752,290.8556138,2,26,15
Y,99,30819,32,2,1,0,0,0,0,443.1877394,250.4835475,2,32,15
Y,99,30946,51,2,0,0,0,0,0,370.8835844,279.583475,2,51,3
Y,99,30962,46,2,0,0,0,0,0,392.1544922,254.0042171,2,46,3
Y,99,30972,44,2,0,0,0,0,0,331.9859969,288.5616095,2,44,3
Y,1,31096,44,2,3,1,6,9,1,314.5193457,248.3164085,2,44,39
Y,1,31118,44,2,2,1,3,3,1,414.0618595,230.9563275,2,44,27
Y,3,31123,24,2,1,1,3,3,1,443.0532997,278.6820748,2,24,15
Y,1,31134,88,2,1,1,3,3,1,391.3274589,218.431626,2,88,15
Y,99,31199,30,2,0,0,0,0,0,479.2031368,242.481872,2,30,3
Y,99,31344,41,2,0,0,0,0,0,472.6640351,286.0962247,2,41,3
Y,99,31375,52,2,0,0,0,0,0,390.009401,263.3201477,2,52,3
Y,2,31390,27,2,1,1,3,3,1,327.214589,280.603442,2,27,15
Y,99,31412,23,2,0,0,0,0,0,452.4463202,272.6462791,2,23,3
Y,3,31465,45,2,2,1,3,3,1,419.0709219,267.8836638,2,45,27
Y,99,31513,35,2,0,0,0,0,0,364.3425858,277.2392445,2,35,3
Y,99,31528,31,2,0,0,0,0,0,484.5867347,267.1934548,2,31,3
Y,99,31536,23,2,0,0,0,0,0,308.0553559,242.3420096,2,23,3
Y,99,31674,34,2,0,0,0,0,0,359.6685675,234.3126915,2,34,3
Y,2,31681,43,2,1,1,3,3,1,334.8359644,248.1025534,2,43,15
Y,99,31729,64,2,0,0,0,0,0,488.8645037,269.0613657,2,64,3
Y,99,31764,23,2,0,0,0,0,0,414.0869642,236.6911267,2,23,3
Y,1,31833,57,2,2,1,3,3,1,392.4473419,323.7407115,2,57,27
Y,99,31856,27,2,0,0,0,0,0,325.7244225,252.2583813,2,27,3
Y,99,31861,39,2,0,0,0,0,0,354.6717002,290.6668005,2,39,3
Y,1,32026,61,2,1,1,3,3,1,488.6640221,343.8568968,2,61,15
Y,99,32099,33,2,0,0,0,0,0,421.5600583,239.8145949,2,33,3
Y,99,32128,35,2,0,0,0,0,0,424.9210878,227.5687225,2,35,3
Y,99,32191,54,2,1,1,3,3,1,402.7891252,274.5633356,2,54,15
Y,1,32214,56,2,1,1,3,3,1,466.742665,249.0176561,2,56,15
Y,99,32237,30,2,0,0,0,0,0,398.5161292,266.8770067,2,30,3
Y,99,32249,51,2,0,0,0,0,0,321.3285687,258.104946,2,51,3
Y,99,32373,37,2,3,0,0,3,1,423.2495887,218.8618567,2,37,39
Y,99,32417,32,2,0,0,0,0,0,475.6277073,288.3997774,2,32,3
Y,2,32631,43,2,1,1,3,3,1,339.365946,294.6561106,2,43,15
Y,1,32649,41,2,3,1,3,3,1,367.3622885,218.1237209,2,41,39
Y,1,32697,38,2,1,1,3,3,1,461.0010422,272.2510076,2,38,15
Y,99,32802,32,2,0,0,0,0,0,305.7379781,268.4358196,2,32,3
Y,99,32824,27,2,1,1,3,3,1,477.1002479,215.1475726,2,27,15
Y,1,32976,23,2,3,0,0,3,1,400.6431084,210.1233673,2,23,39
Y,2,32984,50,2,2,1,3,3,1,492.0900041,296.0610455,2,50,27
Y,1,33019,38,2,2,1,3,3,1,443.4553681,201.604321,2,38,27
Y,99,33049,53,2,0,0,0,0,0,303.369991,243.2274555,2,53,3
Y,3,33069,28,2,1,1,3,3,1,481.1618573,203.993527,2,28,15
Y,1,33263,51,2,4,0,0,6,1,438.6512632,364.0007309,2,51,51
Y,99,33276,34,2,0,0,0,0,0,371.2843497,219.736892,2,34,3
Y,99,33306,36,2,0,0,0,0,0,340.0422829,233.7760516,2,36,3
Y,99,33327,34,2,0,0,0,0,0,446.6515498,269.7973981,2,34,3
Y,1,33343,36,2,3,0,0,3,1,496.5590549,303.1369537,2,36,39
Y,99,33378,40,2,0,0,0,0,0,440.3542858,267.615577,2,40,3
Y,99,33420,33,2,0,0,0,0,0,443.15626,265.8627196,2,33,3
Y,1,33445,50,2,2,0,0,3,1,399.0179298,286.2218313,2,50,27
Y,99,33450,58,2,0,0,0,0,0,378.8884078,247.1571233,2,58,3
Y,99,33484,27,2,0,0,0,0,0,497.3189632,242.171107,2,27,3
Y,1,33549,44,2,2,1,3,6,1,399.1568732,1987.07798,2,44,27
Y,3,33597,23,9,2,1,3,3,1,393.5076383,274.8177904,2,23,27
Y,3,33631,26,2,1,1,3,3,1,491.1317955,269.8074372,2,26,15
Y,2,33640,49,2,1,1,3,3,1,370.5879018,298.9845431,2,49,15
Y,2,33647,30,2,3,0,0,3,1,447.807865,261.0263202,2,30,39
Y,1,33696,42,2,3,1,3,3,1,437.8180916,327.2770554,2,42,39
Y,99,33701,38,2,1,1,3,3,1,333.2995548,222.9493087,2,38,15
Y,99,33716,68,2,0,0,0,0,0,401.4156314,245.3722235,2,68,3
Y,99,33724,54,2,0,0,0,0,0,398.0906558,257.3410266,2,54,3
Y,2,33786,52,2,1,1,3,3,1,388.041281,259.7773096,2,52,15
Y,99,33814,66,2,1,1,3,3,1,378.9085739,233.0388639,2,66,15
Y,99,33880,31,2,0,0,0,0,0,334.9684841,270.1665614,2,31,3
Y,99,33902,50,2,0,0,0,0,0,377.7334537,262.0511055,2,50,3
Y,1,33940,24,11,4,0,0,3,1,342.0311584,296.0641882,2,24,51
Y,3,33950,25,2,1,1,3,3,1,369.2890591,282.6483635,2,25,15
Y,3,33956,29,2,1,1,3,3,1,472.6677127,247.3313089,2,29,15
Y,99,34075,74,2,2,0,0,3,1,313.4697346,270.5060012,2,74,27
Y,99,34130,25,2,1,1,3,3,1,437.8732564,294.7045366,2,25,15
Y,3,34221,27,2,1,1,3,3,1,480.2154474,249.5228814,2,27,15
Y,99,34294,31,2,0,0,0,0,0,348.6715818,264.054339,2,31,3
Y,99,34384,58,2,0,0,0,0,0,309.4133096,242.7870426,2,58,3
Y,3,34391,24,2,1,1,3,3,1,411.2214934,277.2861747,2,24,15
Y,99,34421,30,2,0,0,0,0,0,371.1949504,299.268342,2,30,3
Y,99,34428,34,2,0,0,0,0,0,381.4675104,206.6399542,2,34,3
Y,99,34446,23,2,1,1,3,3,1,481.3669995,211.8650783,2,23,15
Y,2,34572,26,2,1,1,3,3,1,373.7471829,234.1337004,2,26,15
Y,99,34626,24,2,0,0,0,0,0,308.23165,220.5031452,2,24,3
Y,99,34630,64,2,0,0,0,0,0,380.2120826,249.4858015,2,64,3
Y,99,34648,33,2,0,0,0,0,0,326.0973448,298.5673894,2,33,3
Y,2,34650,70,2,1,1,3,3,1,368.0459938,237.9707422,2,70,15
Y,2,34662,44,2,1,1,3,3,1,314.9361331,264.2219039,2,44,15
Y,99,34772,41,2,0,0,0,0,0,439.8096037,204.068487,2,41,3
