,INDEX,TARGET,FixedAcidity,VolatileAcidity,CitricAcid,ResidualSugar,Chlorides,FreeSulfurDioxide,TotalSulfurDioxide,Density,pH,Sulphates,Alcohol,LabelAppeal,AcidIndex,STARS
231,285,3,6.6,1.01,0.02,2.1,0.068,382.0,16.0,0.95273,2.2,,9.5,0,7,
232,286,4,6.7,0.96,1.07,1.4,0.025,200.0,76.0,0.98398,1.63,0.44,11.0,0,7,3.0
233,287,3,5.1,2.68,2.06,1.1,0.564,381.0,,0.99445,3.15,1.84,13.7,0,7,
234,289,0,6.8,2.01,0.91,7.7,0.645,110.0,374.0,1.0395,3.46,0.72,10.2,0,7,
235,290,2,9.8,0.44,0.42,2.8,0.134,35.0,167.0,1.01102,3.12,0.39,,-1,11,
236,291,4,6.8,0.27,0.31,24.6,0.19399999999999998,259.0,170.0,1.01824,4.17,0.66,14.2,0,7,
237,292,0,9.9,0.08,1.25,2.2,0.527,50.0,26.0,0.9552299999999999,2.42,0.78,12.5,0,11,
238,293,0,6.2,0.3,0.3,23.9,0.040999999999999995,29.0,82.0,0.8965200000000001,3.31,,18.2,0,7,
239,296,0,3.6,0.22,0.21,24.7,0.588,244.0,47.0,0.98675,3.1,0.55,17.4,0,8,
240,297,4,7.6,0.7,0.38,1.9,0.06,252.0,188.0,0.98962,3.18,0.94,12.4,0,7,3.0
241,298,0,7.0,0.33,2.08,56.0,0.04,176.0,227.0,0.9828,4.21,1.88,11.0,-2,8,1.0
242,299,6,5.8,0.87,0.3,42.0,0.024,45.0,159.0,1.0379200000000002,2.95,2.05,13.7,1,6,4.0
243,301,5,4.1,0.42,0.3,6.1,1.214,45.0,107.0,0.9472700000000001,1.88,0.83,9.9,1,8,3.0
244,304,4,11.2,0.85,0.62,9.5,0.036000000000000004,56.0,153.0,0.9978,4.35,1.13,6.8,0,9,3.0
245,305,3,1.4,0.25,1.83,45.4,0.049,145.0,113.0,0.99154,3.17,0.48,13.4,-1,8,2.0
246,306,7,2.2,0.48,1.06,1.8,0.034,62.0,132.0,0.991,3.68,1.94,12.6,1,8,4.0
247,307,2,0.3,0.21,0.28,7.5,0.07,80.0,273.0,1.0955,2.87,1.03,9.4,-1,7,
248,309,0,0.7,0.18,1.16,10.3,0.52,170.0,,0.9634799999999999,2.77,2.03,10.6,1,7,
249,310,2,1.4,1.64,1.97,75.6,0.124,6.0,561.0,0.9629200000000001,2.94,0.44,9.1,-1,8,2.0
250,311,2,3.2,0.27,0.52,12.1,0.13,12.0,276.0,0.9969,3.25,2.3,7.6,-1,10,2.0
251,312,6,9.2,1.0,0.46,6.3,0.032,45.0,121.0,0.9921399999999999,2.21,1.52,5.5,1,7,4.0
252,313,0,9.4,0.37,0.3,57.5,0.04,49.0,139.0,0.99021,3.44,1.88,19.2,-1,8,1.0
253,314,2,6.3,0.18,0.36,64.8,0.034,161.0,531.0,0.99074,3.16,,11.0,-2,7,
254,315,3,4.2,0.32,1.7,60.7,0.551,267.0,180.0,0.9946299999999999,3.27,1.21,11.3,-1,8,3.0
255,316,3,10.7,0.28,0.35,28.9,0.054000000000000006,374.0,273.0,0.9917799999999999,4.2,,10.7,0,8,2.0
256,317,4,5.7,1.08,0.6,53.5,0.064,296.0,147.5,1.0439,3.68,,10.3,1,7,3.0
257,318,3,5.7,0.77,0.12,2.9,0.08199999999999999,157.0,74.0,0.971,2.03,0.64,10.4,-1,10,2.0
258,321,7,11.4,0.65,3.09,70.6,0.42100000000000004,171.0,150.0,0.995,2.45,0.78,17.9,1,8,3.0
259,322,4,6.7,0.82,1.11,12.5,0.035,199.0,246.0,0.98535,2.88,1.65,5.2,0,7,2.0
260,323,5,14.6,0.51,1.0,,0.037000000000000005,120.0,467.0,1.01275,3.1,1.62,7.8,1,9,2.0
261,325,4,11.2,0.14,0.33,44.7,0.10400000000000001,116.0,494.0,0.9905700000000001,2.99,1.47,20.9,0,8,3.0
262,326,6,7.8,0.33,0.62,,0.038,46.0,132.0,1.01853,3.23,0.43,13.4,1,8,3.0
263,327,4,6.0,1.12,0.52,51.8,0.816,63.0,515.0,0.9949399999999999,3.1,1.26,9.0,0,7,1.0
264,328,2,6.3,0.24,0.55,46.2,0.20199999999999999,468.0,216.0,0.99931,2.9,0.94,2.8,-1,7,
265,329,0,12.0,1.93,0.05,42.0,0.095,154.0,117.0,0.9465100000000001,3.27,1.51,4.6,1,10,
266,330,3,6.0,1.18,0.22,12.15,0.11599999999999999,42.0,163.0,0.9957,3.2,0.46,10.1,0,7,3.0
267,332,3,5.4,0.7,0.29,46.5,0.499,256.0,145.0,1.02159,3.68,0.46,10.3,0,6,3.0
268,333,4,6.9,0.25,0.35,43.5,0.034,32.0,150.0,0.9947,3.21,0.36,11.5,0,8,3.0
269,334,0,6.0,0.68,1.28,1.8,0.087,117.0,94.0,0.9944,4.11,0.52,10.0,-2,7,
270,335,4,6.1,0.12,1.41,52.9,0.046,39.0,8.0,1.04495,2.36,1.21,10.6,0,7,2.0
271,336,0,10.0,0.33,0.41,31.0,0.242,119.0,77.0,1.0447,3.16,0.69,11.7,1,11,
272,337,4,6.0,0.76,1.05,10.4,0.092,15.0,54.0,1.00157,3.78,0.97,5.3,1,9,2.0
273,338,6,7.0,0.64,1.86,24.5,1.147,41.0,23.0,1.0257399999999999,3.84,0.37,13.5,1,8,4.0
274,339,3,7.0,0.23,1.19,53.0,0.157,57.0,92.0,0.99372,2.45,1.49,9.3,0,8,2.0
275,340,3,7.7,1.63,0.8,5.2,0.076,19.0,338.0,0.9913799999999999,2.95,0.11,6.6,-1,9,2.0
276,341,5,11.2,1.1,0.32,45.9,0.027999999999999997,74.0,275.0,0.99484,3.13,1.77,10.9,-1,7,2.0
277,342,4,7.4,0.26,1.22,32.2,0.332,22.0,115.0,0.9928,4.31,0.55,17.9,0,8,3.0
278,344,4,6.5,0.19,0.34,62.7,0.27899999999999997,265.0,116.0,0.9936200000000001,3.21,0.68,19.3,0,7,3.0
279,345,0,6.0,0.03,0.13,1.2,0.452,60.0,520.0,0.9911399999999999,3.94,0.22,10.6,0,7,1.0
280,346,0,10.4,0.06,0.78,66.4,0.293,6.0,10.0,1.0055,3.9,0.65,11.8,1,11,
281,349,0,8.2,0.61,0.49,2.3,0.099,27.0,287.0,0.97962,3.38,,15.1,0,9,
282,351,5,7.5,0.46,0.28,9.6,0.051,4.0,157.0,1.03846,3.55,,11.9,1,8,2.0
283,352,0,20.4,0.35,0.3,70.0,0.299,43.0,267.0,0.9625600000000001,2.66,1.34,11.0,-1,7,
284,353,4,5.7,3.18,0.26,12.5,0.049,122.5,120.0,0.95985,2.81,1.01,3.9,0,6,2.0
285,354,3,5.4,0.34,0.15,4.0,0.064,30.0,83.0,0.9984,2.68,1.36,10.2,0,10,
286,355,4,4.3,0.26,0.29,56.7,0.623,40.0,179.0,0.99479,3.8,0.56,13.7,0,7,3.0
287,356,1,11.9,0.57,0.1,10.0,0.094,273.0,159.0,0.9972,4.33,3.75,9.2,-1,8,1.0
288,359,0,10.4,0.575,0.81,2.6,0.5870000000000001,213.0,76.0,0.9840899999999999,3.16,2.69,9.0,1,12,
289,361,0,7.0,0.64,0.17,13.8,0.049,259.0,727.0,0.94211,2.69,0.36,15.8,0,8,
290,362,5,6.9,0.55,0.25,21.5,0.028999999999999998,120.0,107.0,1.01737,2.02,2.02,9.8,-1,7,3.0
291,363,0,8.6,0.33,1.3,2.6,0.031,16.0,68.0,0.99782,3.3,,9.4,1,9,
292,364,1,18.1,0.33,0.64,,0.055999999999999994,64.0,101.0,0.9972,3.42,1.47,6.0,-2,8,
293,365,5,8.5,0.48,0.3,1.5,0.037000000000000005,,160.0,0.9741799999999999,4.35,1.22,15.5,0,7,2.0
294,369,3,7.6,0.77,1.23,4.6,0.33799999999999997,33.0,552.0,0.99018,3.04,0.43,13.1,-1,9,1.0
295,370,5,7.2,0.48,0.29,54.4,0.21600000000000003,57.0,546.0,1.00726,3.33,2.35,11.0,-1,7,
296,371,4,6.8,0.23,0.42,100.7,0.044000000000000004,56.0,189.0,0.9606100000000001,3.22,0.48,11.8,0,7,1.0
297,372,0,8.4,0.61,0.4,1.4,0.34299999999999997,254.0,178.0,0.9909,1.9,0.68,14.2,1,7,
298,373,2,7.5,0.07,0.32,9.0,0.39299999999999996,,,1.04361,3.25,0.18,10.4,-2,8,
299,374,5,7.1,1.1,1.16,10.7,0.17800000000000002,46.0,174.0,0.9959,3.16,2.1,10.9,0,8,3.0
300,375,0,4.7,1.25,0.31,1.7,0.079,111.0,,0.99716,3.43,1.12,2.8,1,8,
301,377,5,14.9,0.41,0.3,3.2,,49.0,45.0,0.9927,2.37,1.5,11.7,0,7,2.0
302,378,5,6.3,1.5,1.16,1.7,0.040999999999999995,487.0,499.0,1.0303200000000001,3.32,0.56,15.2,1,7,3.0
303,379,2,6.8,0.22,1.52,33.0,0.040999999999999995,226.0,182.0,0.9910399999999999,2.65,0.87,13.1,-1,7,1.0
304,381,0,6.2,1.93,0.24,1.7,0.077,193.0,34.0,1.0424799999999999,2.81,0.6,,1,7,1.0
305,382,5,0.2,0.29,1.34,10.2,0.024,298.0,389.0,0.99234,3.37,0.58,12.5,1,6,4.0
306,383,6,1.0,0.21,0.27,110.8,0.33799999999999997,56.0,139.0,1.03285,3.16,0.61,10.3,1,7,3.0
307,384,5,15.7,0.18,0.58,0.0,0.11800000000000001,91.0,235.0,0.99406,3.11,1.73,13.7,0,7,2.0
308,385,0,4.6,0.26,0.08,3.75,0.049,41.5,178.0,1.07817,3.06,0.44,4.2,-1,8,
309,386,4,8.1,0.45,0.09,8.3,0.037000000000000005,33.0,565.0,0.9976,3.31,0.64,7.3,1,9,2.0
310,387,4,8.2,0.22,0.19,1.1,0.064,36.0,32.0,0.99297,4.2,0.5,13.8,0,7,3.0
311,389,0,10.4,1.78,0.18,52.3,0.042,109.0,101.0,0.9924,3.46,2.1,17.9,0,6,
312,390,3,6.1,1.21,1.92,11.3,0.048,232.0,118.0,0.96491,3.18,0.69,10.3,0,9,1.0
313,391,5,6.7,0.38,0.2,49.0,0.22899999999999998,200.0,471.0,0.9956,3.37,0.64,10.4,1,8,2.0
314,392,6,6.5,0.17,0.39,1.9,0.036000000000000004,197.0,439.0,0.9456100000000001,1.91,,11.9,1,7,
315,393,5,12.3,0.4,0.27,50.2,,75.0,114.0,0.99335,3.04,0.52,11.5,0,8,2.0
316,394,3,7.2,0.79,0.37,4.75,0.253,48.0,103.0,0.9954200000000001,3.91,0.53,15.3,0,7,2.0
317,395,3,7.3,0.95,0.39,6.9,0.034,29.0,234.0,0.9942,3.18,0.46,11.5,0,8,2.0
318,397,5,1.9,0.33,0.3,27.8,0.036000000000000004,120.0,447.0,0.9902799999999999,3.25,2.38,12.5,0,7,3.0
319,399,0,3.5,0.66,0.41,1.3,0.044000000000000004,11.0,,1.0438100000000001,4.11,0.35,8.6,0,8,
320,400,4,7.5,0.36,0.29,1.5,0.046,239.0,7.0,0.9532200000000001,2.62,0.45,5.8,0,8,1.0
321,401,5,0.5,0.18,1.57,8.3,,20.0,46.5,0.9923,2.51,0.79,17.7,1,7,1.0
322,402,3,3.9,0.665,0.19,66.1,0.048,176.0,378.0,0.99487,3.26,0.71,,-1,6,
323,404,2,0.4,0.55,0.13,1.7,0.049,45.0,165.0,0.9940000000000001,2.69,0.58,8.8,-2,8,1.0
324,405,0,0.8,0.38,0.4,2.2,0.068,12.0,28.0,1.01176,4.35,1.86,17.6,-1,10,
325,406,5,2.0,0.22,0.42,49.2,,189.0,130.0,0.96911,3.11,1.02,15.7,0,7,2.0
326,407,3,8.3,0.815,0.85,2.3,0.23,15.0,471.0,0.9743200000000001,3.65,0.66,1.2,0,9,1.0
327,408,3,7.0,0.19,0.23,50.5,0.12300000000000001,27.0,254.0,0.91284,1.32,0.54,7.2,-1,7,3.0
328,409,0,16.8,0.41,1.06,65.0,0.096,17.0,69.0,0.99734,3.26,0.63,10.2,0,10,
329,411,0,6.6,0.84,0.03,2.3,0.09,114.0,275.0,0.9952,4.36,0.56,,0,7,
330,413,4,6.8,0.9,0.18,52.6,0.08199999999999999,547.0,521.0,0.96083,2.74,1.86,15.3,0,7,2.0
331,414,3,8.0,0.22,0.2,15.4,0.043,57.0,476.0,1.0226600000000001,,0.54,9.4,0,8,1.0
332,415,4,7.2,0.22,0.69,43.0,0.5379999999999999,34.0,140.0,0.99,3.05,0.44,12.7,0,8,2.0
333,416,0,6.8,0.18,0.52,12.8,0.013999999999999999,106.0,553.0,1.05792,3.0,0.52,15.4,-1,7,
334,417,4,7.3,0.145,0.53,9.1,0.22899999999999998,14.0,64.0,0.9901200000000001,1.28,0.37,13.9,-1,8,1.0
335,418,4,17.8,0.22,0.28,7.2,0.06,28.0,24.0,0.9935,2.99,0.23,8.5,0,8,2.0
336,419,4,15.8,1.17,0.52,20.8,0.195,61.0,339.0,0.96596,2.0,1.33,14.6,0,8,3.0
337,421,4,7.4,0.73,0.32,1.4,0.025,27.0,2.0,0.9915,3.75,0.33,11.2,0,8,3.0
338,422,0,9.5,0.57,0.07,2.3,0.08199999999999999,23.0,259.0,0.99782,3.27,0.25,15.8,1,10,
339,423,5,3.9,0.25,1.08,5.7,0.052000000000000005,176.0,152.0,0.99856,3.16,0.88,10.5,1,7,2.0
340,424,4,2.5,0.29,1.62,1.7,0.024,228.0,,0.9892299999999999,3.5,0.59,6.4,-1,7,1.0
341,425,2,3.4,0.63,0.44,28.4,0.648,199.0,108.0,1.03741,2.03,0.64,8.6,-1,8,
342,426,5,0.8,1.01,0.27,49.1,0.488,206.0,102.0,1.0817,2.63,0.55,12.7,0,7,2.0
343,427,5,5.6,0.49,1.2,3.2,0.484,33.0,249.0,0.99126,2.71,0.58,9.9,1,6,1.0
344,428,8,7.9,1.25,0.34,39.2,0.057999999999999996,226.0,17.0,0.99235,2.5,1.05,13.1,2,9,4.0
345,429,0,5.0,0.32,0.25,2.3,,165.0,169.0,0.9446200000000001,3.42,0.15,10.6,-2,7,
346,430,5,13.3,0.18,0.14,11.5,0.638,62.0,156.0,0.99406,3.11,0.22,9.3,0,7,3.0
347,431,4,14.9,1.23,1.87,2.0,0.039,20.0,205.0,0.94425,3.63,0.41,11.2,0,8,1.0
348,432,4,1.1,1.22,0.47,2.5,0.303,9.0,335.0,0.9981,3.24,0.84,7.7,0,11,3.0
349,433,5,8.4,1.91,0.36,44.2,0.043,21.0,207.0,1.0442200000000001,3.11,,9.6,1,7,3.0
350,435,2,6.0,0.515,0.39,9.7,0.032,101.0,68.0,1.06304,3.35,0.34,5.6,-1,6,3.0
351,436,4,7.1,0.79,1.08,12.9,0.034,25.0,281.0,0.99616,3.05,,10.0,0,8,3.0
352,437,0,9.1,0.14,0.49,1.0,0.094,38.0,164.0,0.99136,3.08,0.59,9.1,0,10,
353,438,4,6.3,1.31,0.79,13.7,0.515,53.0,134.0,0.99567,3.17,1.3,,0,7,1.0
354,439,0,9.8,0.75,0.57,16.6,0.07400000000000001,150.0,387.0,0.99534,3.4,1.56,11.0,1,8,1.0
355,441,5,7.2,0.19,0.94,12.8,0.053,48.5,229.0,0.96252,3.14,3.09,3.9,0,8,2.0
356,442,5,7.6,1.12,0.27,5.2,0.40700000000000003,41.0,101.0,0.99172,3.22,1.09,12.3,0,8,3.0
357,443,1,7.2,0.65,1.53,,0.525,37.0,183.0,0.99474,3.08,0.5,21.4,-2,8,
358,444,2,11.0,0.78,0.49,56.35,0.048,327.0,189.0,1.0058200000000002,3.0,,14.3,-2,8,1.0
359,445,3,5.9,0.26,0.87,47.6,0.034,36.0,152.0,0.9972,3.28,0.99,9.5,-1,6,1.0
360,446,0,3.3,0.48,0.69,14.2,0.078,12.0,174.0,0.9958,3.0,,18.2,0,13,1.0
361,447,4,7.0,1.22,1.82,14.3,0.34299999999999997,27.0,93.0,0.998,3.73,0.35,9.2,0,7,2.0
362,448,3,1.0,1.66,0.32,16.0,0.312,14.0,501.0,1.00676,3.96,0.03,13.2,-1,6,1.0
363,449,3,6.8,0.92,0.86,113.1,0.052000000000000005,51.0,925.0,0.99544,3.67,0.95,10.4,-1,7,2.0
364,451,2,2.6,0.71,1.18,5.6,0.046,155.0,324.0,0.96214,3.29,0.51,10.533333333,-1,7,1.0
365,452,5,5.3,0.76,1.29,2.7,0.263,27.0,93.0,0.96273,3.34,0.81,9.2,2,6,3.0
366,454,2,11.6,0.85,0.53,39.3,0.105,33.0,98.0,0.9968799999999999,3.2,0.38,3.5,-1,13,1.0
367,455,4,1.6,0.85,0.04,108.7,,154.0,151.0,0.9990700000000001,2.0,2.41,9.5,1,8,3.0
368,456,0,16.8,1.8,0.26,2.0,0.644,13.0,220.0,0.96473,3.36,0.52,20.1,2,8,2.0
369,457,0,15.2,0.36,0.47,46.1,0.228,,190.0,0.9914,2.59,1.05,12.2,1,7,1.0
370,458,0,7.8,1.08,0.45,12.2,,46.0,609.0,0.9545,2.63,1.51,8.9,1,8,
371,459,4,6.1,0.16,1.96,0.2,0.042,18.0,3.0,0.9604299999999999,3.57,0.75,10.6,-1,7,2.0
372,460,5,17.1,0.26,0.26,16.75,0.05,9.0,112.0,0.9999,3.15,0.73,9.2,2,9,
373,461,3,5.3,0.585,0.07,18.0,0.322,34.0,466.0,0.95145,2.11,0.39,6.1,-1,6,
374,462,3,6.9,0.4,0.42,6.2,0.111,210.0,331.0,0.9866799999999999,2.58,0.54,19.8,0,8,1.0
375,463,0,5.6,0.24,0.89,33.0,0.163,98.0,128.0,0.992,4.02,0.49,11.2,1,6,
376,467,0,7.3,0.41,0.26,,0.032,154.0,95.0,0.99584,4.56,0.22,15.9,0,8,1.0
377,468,4,6.2,0.55,0.03,7.6,0.028999999999999998,178.0,81.0,0.99,2.12,0.42,12.2,0,7,2.0
378,469,0,9.4,0.5,1.37,3.6,0.08199999999999999,5.0,184.0,0.9987,2.54,0.34,7.4,1,10,
379,470,0,1.2,0.915,0.29,27.0,0.07,15.0,39.0,0.95114,3.53,0.54,6.9,0,8,1.0
380,471,5,6.9,0.21,1.16,6.3,0.042,203.0,109.0,0.9935799999999999,3.83,,,1,8,2.0
381,472,4,6.4,0.19,0.59,52.5,0.032,32.0,122.0,0.9756600000000001,2.95,0.41,11.7,0,7,2.0
382,474,4,0.3,0.39,0.34,13.0,0.055,33.0,44.0,0.98798,3.63,1.55,6.8,0,10,3.0
383,475,3,8.0,0.6,0.22,2.1,0.08,25.0,121.0,0.99613,3.3,0.49,5.9,0,9,2.0
384,477,4,6.8,1.65,0.27,18.15,0.042,30.0,356.0,1.0001,4.2,0.85,,1,7,1.0
385,480,3,4.2,0.47,0.58,30.4,0.556,11.0,77.0,0.9956,4.38,,1.1,0,8,1.0
386,481,3,0.6,0.28,0.4,22.0,0.048,460.0,167.0,1.0155299999999998,,0.5,13.8,0,7,1.0
387,482,5,9.0,0.24,0.35,1.5,0.052000000000000005,51.0,128.0,0.9457200000000001,3.41,,12.6,0,8,1.0
388,483,0,6.8,1.46,1.87,1.1,0.035,26.0,81.0,1.0290000000000001,4.26,0.52,11.4,-1,6,1.0
389,484,0,18.3,1.5,0.36,6.8,0.493,12.0,90.0,0.98254,3.31,,8.2,0,9,
390,485,3,9.7,1.17,0.37,,0.264,55.0,170.0,0.9977299999999999,2.91,0.76,9.7,0,8,3.0
391,486,4,1.1,1.11,0.37,9.95,0.026000000000000002,224.0,15.0,0.9958100000000001,3.58,0.33,13.9,0,8,2.0
392,487,0,14.1,0.63,0.0,4.3,0.10300000000000001,133.0,220.5,1.08949,4.13,1.25,8.2,1,7,
393,488,4,6.7,0.15,0.32,7.9,0.95,17.0,241.0,0.9951200000000001,3.29,0.32,10.0,0,7,2.0
394,489,2,2.6,0.58,0.88,1.5,0.02,87.0,96.0,1.00026,2.18,0.38,12.4,-2,6,3.0
395,490,4,7.2,0.645,0.03,1.9,0.256,15.0,334.0,0.99675,3.37,1.32,14.0,0,8,2.0
396,491,2,6.8,0.36,0.89,55.7,0.039,45.0,170.0,0.9948,3.3,1.54,,-1,7,
397,492,5,7.9,1.21,1.51,44.3,0.465,287.0,10.0,0.94971,4.49,1.97,14.2,0,7,2.0
398,494,0,8.5,0.52,0.35,1.7,0.061,265.0,45.0,0.97098,2.31,0.86,13.9,1,9,
399,495,0,6.7,1.11,0.32,,0.155,20.0,109.0,0.9926200000000001,3.34,0.35,12.6,0,7,
400,496,5,14.3,0.24,0.29,70.1,0.42,56.0,157.0,1.02798,4.33,1.68,9.8,1,7,4.0
401,498,0,1.8,0.19,0.0,101.6,0.09699999999999999,230.0,455.0,0.99582,,0.52,9.5,0,8,
402,499,4,6.5,0.02,2.25,24.7,0.126,131.0,191.0,0.99297,3.78,0.87,9.5,0,7,3.0
403,500,3,10.0,0.84,1.59,2.9,0.263,4.0,187.0,1.0233299999999999,2.71,1.1,12.2,-1,11,2.0
404,501,2,7.6,1.82,1.75,54.3,0.049,57.0,636.0,0.9974799999999999,3.24,0.15,9.3,-1,8,1.0
405,502,3,7.9,0.22,1.64,5.5,0.054000000000000006,37.0,31.0,0.99474,2.45,0.5,,0,8,
406,506,5,6.9,0.36,1.31,49.25,0.03,51.0,152.0,1.0036100000000001,3.0,1.51,4.0,0,8,4.0
407,508,2,6.8,0.87,0.34,4.6,0.21,94.0,135.0,0.99884,2.18,2.11,10.6,-1,7,2.0
408,509,3,7.4,0.38,0.93,8.3,0.271,44.0,168.0,0.9962700000000001,,0.52,19.2,0,8,
409,510,2,18.0,0.86,0.43,62.1,0.601,6.0,61.0,0.9897,2.05,0.22,11.5,0,7,
410,511,3,6.5,0.6,0.29,42.7,,7.0,86.0,1.0114,3.25,0.45,8.0,-1,7,1.0
411,512,5,8.5,0.16,2.55,48.9,0.304,79.0,236.0,1.08899,3.04,1.31,,1,9,3.0
412,514,4,7.2,0.29,0.4,7.6,0.5710000000000001,199.0,177.0,0.9933700000000001,3.04,,6.5,0,8,2.0
413,515,0,19.7,1.32,1.31,3.3,0.1,26.0,52.0,0.9982,1.7,0.53,15.9,0,10,
414,516,0,7.2,0.66,0.58,2.3,0.078,,336.0,0.9974299999999999,2.73,0.57,23.5,0,8,
415,517,3,14.2,0.32,1.07,54.7,0.18100000000000002,23.0,138.0,0.99125,3.46,1.16,11.1,-1,7,1.0
416,518,3,4.4,1.16,0.34,1.6,0.469,33.0,314.0,0.9921,2.12,0.27,5.2,-1,7,3.0
417,520,0,2.7,0.33,1.08,2.5,0.047,225.0,148.0,0.95857,3.2,0.43,7.1,0,7,
418,523,5,15.7,0.7,0.14,3.3,0.044000000000000004,192.0,91.0,1.0418,3.49,1.55,10.8,1,7,3.0
419,524,4,3.2,0.23,0.16,7.95,0.545,72.0,108.0,1.02243,3.44,1.94,8.9,0,6,2.0
420,525,6,6.0,1.08,0.24,31.0,0.41100000000000003,,126.0,1.0265799999999998,4.5,,9.0,1,7,3.0
421,526,0,1.7,1.8,0.08,1.8,0.12,22.0,89.0,0.89949,3.34,1.4,11.5,0,8,1.0
422,527,6,15.7,0.1,0.06,50.9,0.6679999999999999,24.0,625.0,0.995,3.28,1.42,6.9,1,9,1.0
423,528,3,6.6,0.12,0.52,8.1,0.102,67.0,56.0,0.9954799999999999,3.18,3.64,12.4,0,7,
424,529,3,6.1,0.05,1.56,59.3,0.335,205.0,108.0,0.9934,3.23,0.52,9.2,0,7,1.0
425,530,0,9.0,0.2,0.42,22.0,0.040999999999999995,80.0,26.0,0.9925,1.83,0.49,11.4,0,9,
426,531,6,5.2,0.0,0.45,49.4,0.022000000000000002,14.0,49.0,0.9934,3.01,0.33,11.1,1,10,2.0
427,532,0,12.8,2.08,0.98,37.2,0.08800000000000001,13.0,35.0,0.9997,2.48,0.6,13.7,0,14,
428,533,4,7.3,0.2,1.03,30.5,0.611,51.0,351.0,1.0004,,3.67,6.3,0,9,1.0
429,534,2,9.7,0.69,0.32,32.0,0.47100000000000003,22.0,365.0,0.97688,3.29,1.01,6.3,-1,11,1.0
430,535,4,6.4,0.26,0.69,1.7,0.66,248.0,60.0,0.9925,4.34,0.54,10.1,1,7,2.0
431,536,0,15.6,0.05,0.02,2.2,0.546,36.0,111.0,0.99524,1.88,,2.1,0,7,
432,537,6,1.1,0.25,0.39,2.1,0.036000000000000004,7.0,45.0,0.9644299999999999,4.29,0.43,12.2,0,8,2.0
433,538,4,8.2,0.18,0.54,17.0,0.033,28.0,81.0,0.9923,3.0,0.56,10.5,-1,9,
434,539,3,6.6,0.26,0.46,7.8,0.047,135.0,561.0,0.9664,3.2,0.51,11.9,0,7,2.0
435,540,4,11.8,1.16,0.03,3.3,0.534,,143.0,0.9219299999999999,1.91,,11.3,0,7,2.0
436,541,5,6.3,0.24,0.37,70.9,0.035,125.0,12.0,0.96616,3.17,0.83,8.3,1,7,1.0
437,542,3,6.7,1.8,0.18,7.7,0.17,227.0,200.0,1.046,3.34,0.9,9.4,-1,7,1.0
438,543,1,6.4,0.3,1.36,47.1,0.332,166.0,,0.94414,3.36,0.35,9.0,-2,7,
439,544,4,6.5,0.41,0.09,65.7,0.048,135.0,31.0,0.99454,3.44,1.73,9.8,0,7,3.0
440,546,3,7.1,0.28,0.96,1.9,0.615,12.0,86.0,0.9003700000000001,3.15,1.12,9.4,0,8,2.0
441,547,0,12.7,0.6,0.49,21.0,0.496,5.0,26.0,0.9994,4.09,0.57,15.6,-1,14,
442,548,5,5.1,0.33,0.19,50.2,0.027000000000000003,273.0,337.0,0.9893,3.67,0.38,9.7,0,6,1.0
443,550,4,6.7,0.26,0.29,7.1,0.11900000000000001,306.0,550.0,1.0427600000000001,3.4,1.1,8.5,0,7,2.0
444,552,4,17.1,0.44,0.26,131.75,0.245,115.0,100.0,0.9911700000000001,3.17,0.61,7.3,0,9,3.0
445,553,4,1.0,0.26,0.42,43.8,,76.0,22.0,0.9667100000000001,2.49,0.45,15.7,0,8,2.0
446,554,4,17.8,0.41,0.64,31.5,0.05,238.0,127.0,1.0207899999999999,3.96,0.79,6.3,-1,7,1.0
447,555,6,12.9,0.19,0.25,25.4,,90.0,107.0,0.99382,3.53,0.66,10.5,1,8,4.0
448,558,3,14.7,0.29,0.52,12.1,0.16399999999999998,35.0,192.0,1.04617,3.16,0.51,15.6,-1,7,2.0
449,561,2,7.8,1.64,0.74,6.6,0.033,40.0,561.0,1.0919,3.14,0.52,12.8,-2,9,2.0
450,562,4,6.0,0.45,0.65,9.7,0.08,11.0,260.0,0.9956,3.04,,12.6,1,7,
451,563,4,17.6,2.955,0.2,74.4,0.071,140.0,212.0,1.03108,1.73,1.26,3.2,0,8,2.0
452,564,2,7.4,0.17,0.34,8.3,0.052000000000000005,44.0,477.0,0.9962700000000001,3.11,,11.4,-1,8,
453,565,6,2.6,0.32,0.26,38.8,0.505,253.0,22.0,0.9929100000000001,3.36,0.19,11.1,2,7,2.0
454,567,0,7.0,0.385,0.0,39.5,0.5710000000000001,173.0,178.0,1.0046700000000002,3.48,0.56,9.6,0,8,
455,568,2,7.6,0.27,1.89,28.8,0.043,370.0,152.0,0.9521299999999999,3.02,0.59,13.7,-2,8,1.0
456,570,4,5.8,0.25,0.25,16.3,0.171,148.0,287.0,1.0308700000000002,3.37,0.58,4.6,0,6,3.0
457,571,0,1.2,0.3,1.74,,0.054000000000000006,257.0,544.0,0.9956,3.12,0.38,,-2,8,
458,572,0,11.7,0.3,0.9,4.5,0.652,213.0,344.0,0.99513,2.77,0.29,11.3,1,8,
459,574,0,9.1,0.28,0.91,52.4,0.067,25.0,12.0,1.0078,3.25,0.55,13.0,-1,10,
460,575,4,6.8,0.52,0.63,22.6,0.128,194.0,72.0,0.9972,3.27,1.41,4.1,0,8,2.0
461,576,4,14.6,0.22,0.48,1.5,0.662,225.0,135.0,0.9944,2.25,0.29,2.4,1,8,3.0
